liczba_przypadkow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;data_raportu;stan_rekordu_na;wojewodztwo
833;21;2;19;2492;694;25567;4789;906;3868;15;t18;20211130;2021-11-29;Podkarpackie
476;47;4;43;1850;605;15496;2522;520;1984;18;t20;20211130;2021-11-29;Podlaskie
1077;21;5;16;3652;1127;46292;5088;1155;3865;68;t22;20211130;2021-11-29;Pomorskie
1885;49;17;32;8195;2580;77431;9472;2104;7233;135;t24;20211130;2021-11-29;Śląskie
604;21;1;20;1460;399;14054;2793;660;2100;33;t26;20211130;2021-11-29;Świętokrzyskie
908;34;7;27;2677;626;24786;3894;987;2880;27;t28;20211130;2021-11-29;Warmińsko-mazurskie
1707;32;14;18;6261;1717;72099;7122;1813;5239;70;t30;20211130;2021-11-29;Wielkopolskie
1077;11;1;10;3448;913;33652;4851;1200;3589;62;t32;20211130;2021-11-29;Zachodniopomorskie
29064;570;161;409;44794;13464;631843;114112;31100;81288;1724;t00;20211201;2021-11-30;cały kraj
2159;32;18;14;3350;1075;47343;7741;2344;5283;114;t02;20211201;2021-11-30;Dolnośląskie
1361;15;4;11;2603;609;33706;5836;1449;4283;104;t04;20211201;2021-11-30;Kujawsko-pomorskie
1264;66;14;52;2132;629;26533;5579;1342;4177;60;t06;20211201;2021-11-30;Lubelskie
656;12;7;5;1283;361;19703;2877;733;2107;37;t08;20211201;2021-11-30;Lubuskie
1682;46;8;38;2634;765;35595;7231;1856;5315;60;t10;20211201;2021-11-30;Łódzkie
2570;49;39;10;3765;1234;49334;9309;2736;6413;160;t12;20211201;2021-11-30;Małopolskie
4806;76;14;62;6140;2886;109632;18886;5162;13368;356;t14;20211201;2021-11-30;Mazowieckie
694;29;4;25;1245;431;20138;2495;736;1726;33;t16;20211201;2021-11-30;Opolskie
1080;38;3;35;1672;437;23293;5401;1149;4229;23;t18;20211201;2021-11-30;Podkarpackie
672;27;4;23;1159;348;14346;2776;718;2019;39;t20;20211201;2021-11-30;Podlaskie
1699;10;2;8;2719;731;43507;6790;1788;4876;126;t22;20211201;2021-11-30;Pomorskie
4147;52;12;40;6267;1420;74251;13910;4391;9251;268;t24;20211201;2021-11-30;Śląskie
632;27;4;23;986;245;13416;2761;679;2042;40;t26;20211201;2021-11-30;Świętokrzyskie
1095;31;15;16;1848;351;23528;4701;1172;3484;45;t28;20211201;2021-11-30;Warmińsko-mazurskie
2880;38;11;27;4299;1026;65270;9426;2994;6291;141;t30;20211201;2021-11-30;Wielkopolskie
1491;22;2;20;2619;847;32109;5764;1653;4008;103;t32;20211201;2021-11-30;Zachodniopomorskie
27356;502;171;331;42883;20990;713321;109011;29432;77868;1711;t00;20211202;2021-12-01;cały kraj
2345;11;9;2;3234;1460;53754;8016;2514;5351;151;t02;20211202;2021-12-01;Dolnośląskie
1726;20;8;12;2531;1218;37627;6299;1830;4381;88;t04;20211202;2021-12-01;Kujawsko-pomorskie
925;59;17;42;2072;1653;28712;5475;1000;4429;46;t06;20211202;2021-12-01;Lubelskie
747;14;11;3;1268;455;22416;2927;810;2054;63;t08;20211202;2021-12-01;Lubuskie
1666;39;10;29;2541;1191;39362;7463;1883;5511;69;t10;20211202;2021-12-01;Łódzkie
2327;50;29;21;3549;1543;57278;8303;2495;5653;155;t12;20211202;2021-12-01;Małopolskie
4048;69;36;33;5654;4184;119891;16947;4372;12235;340;t14;20211202;2021-12-01;Mazowieckie
962;16;4;12;1282;399;23169;2938;1015;1875;48;t16;20211202;2021-12-01;Opolskie
1060;20;6;14;1609;961;26395;4941;1166;3765;10;t18;20211202;2021-12-01;Podkarpackie
567;33;1;32;1238;644;16885;2598;610;1959;29;t20;20211202;2021-12-01;Podlaskie
1660;41;7;34;2504;1298;48873;6909;1742;5040;127;t22;20211202;2021-12-01;Pomorskie
3627;53;18;35;5906;1738;84830;12760;3865;8701;194;t24;20211202;2021-12-01;Śląskie
638;19;0;19;1004;486;15209;2743;710;2001;32;t26;20211202;2021-12-01;Świętokrzyskie
926;11;1;10;1824;841;27120;3704;994;2639;71;t28;20211202;2021-12-01;Warmińsko-mazurskie
2539;33;14;19;4179;1788;76741;8949;2675;6104;170;t30;20211202;2021-12-01;Wielkopolskie
1403;14;0;14;2432;1021;34919;5472;1548;3821;103;t32;20211202;2021-12-01;Zachodniopomorskie
26965;470;127;343;41977;28179;782044;107963;28884;77474;1605;t00;20211203;2021-12-02;cały kraj
2396;30;15;15;3191;1883;60085;8146;2552;5446;148;t02;20211203;2021-12-02;Dolnośląskie
1318;22;7;15;2528;1410;41497;5338;1409;3863;66;t04;20211203;2021-12-02;Kujawsko-pomorskie
1022;38;7;31;2027;1510;29741;4897;1109;3745;43;t06;20211203;2021-12-02;Lubelskie
874;9;5;4;1235;482;24850;3098;939;2089;70;t08;20211203;2021-12-02;Lubuskie
1461;25;6;19;2582;1815;42591;7339;1614;5665;60;t10;20211203;2021-12-02;Łódzkie
2236;40;13;27;3380;2187;63586;8686;2396;6148;142;t12;20211203;2021-12-02;Małopolskie
3731;52;14;38;5443;5197;128514;15971;4058;11679;234;t14;20211203;2021-12-02;Mazowieckie
947;20;1;19;1225;823;25533;3153;1010;2098;45;t16;20211203;2021-12-02;Opolskie
1050;43;4;39;1599;1159;29466;4874;1129;3727;18;t18;20211203;2021-12-02;Podkarpackie
563;22;1;21;1032;857;17984;2335;603;1698;34;t20;20211203;2021-12-02;Podlaskie
1553;22;0;22;2596;1660;53464;6440;1636;4693;111;t22;20211203;2021-12-02;Pomorskie
3849;52;29;23;5929;3537;93771;13679;4072;9385;222;t24;20211203;2021-12-02;Śląskie
601;16;0;16;986;553;16839;2435;653;1744;38;t26;20211203;2021-12-02;Świętokrzyskie
1017;18;7;11;1711;973;30106;3873;1093;2727;53;t28;20211203;2021-12-02;Warmińsko-mazurskie
2781;35;16;19;3976;2584;85428;9549;2894;6488;167;t30;20211203;2021-12-02;Wielkopolskie
1386;26;2;24;2477;1448;38445;5261;1521;3609;131;t32;20211203;2021-12-02;Zachodniopomorskie
25576;502;135;367;41127;28967;761786;105963;27522;76854;1587;t00;20211204;2021-12-03;cały kraj
2070;18;11;7;2944;2336;58662;7489;2257;5078;154;t02;20211204;2021-12-03;Dolnośląskie
1490;36;3;33;2361;1505;40013;5776;1570;4144;62;t04;20211204;2021-12-03;Kujawsko-pomorskie
1033;42;11;31;2085;1675;29009;4961;1126;3790;45;t06;20211204;2021-12-03;Lubelskie
660;14;8;6;1267;774;25482;2626;732;1855;39;t08;20211204;2021-12-03;Lubuskie
1417;23;2;21;2446;1637;41878;7163;1574;5543;46;t10;20211204;2021-12-03;Łódzkie
2255;51;24;27;3747;2379;63321;8191;2413;5592;186;t12;20211204;2021-12-03;Małopolskie
4270;58;17;41;5330;5110;120826;18607;4574;13740;293;t14;20211204;2021-12-03;Mazowieckie
833;22;4;18;1244;864;25109;2608;911;1667;30;t16;20211204;2021-12-03;Opolskie
907;56;11;45;1673;1201;29153;4512;994;3499;19;t18;20211204;2021-12-03;Podkarpackie
469;24;1;23;1024;822;17776;2276;518;1730;28;t20;20211204;2021-12-03;Podlaskie
1407;32;5;27;2434;1552;50802;6064;1482;4490;92;t22;20211204;2021-12-03;Pomorskie
3361;45;15;30;5800;3500;91609;12122;3577;8345;200;t24;20211204;2021-12-03;Śląskie
639;10;0;10;1020;654;16454;2717;688;1991;38;t26;20211204;2021-12-03;Świętokrzyskie
899;18;6;12;1534;1004;29636;3777;947;2778;52;t28;20211204;2021-12-03;Warmińsko-mazurskie
2308;28;15;13;3840;2455;84326;8866;2421;6292;153;t30;20211204;2021-12-03;Wielkopolskie
1393;25;2;23;2322;1371;37581;5361;1555;3667;139;t32;20211204;2021-12-03;Zachodniopomorskie
22389;45;19;26;1529;26618;684521;78533;23913;53205;1415;t00;20211205;2021-12-04;cały kraj
2248;1;0;1;46;2115;51705;6487;2455;3880;152;t02;20211205;2021-12-04;Dolnośląskie
1128;5;5;0;117;1453;35931;3566;1185;2306;75;t04;20211205;2021-12-04;Kujawsko-pomorskie
505;0;0;0;84;1209;25954;2602;550;2020;32;t06;20211205;2021-12-04;Lubelskie
641;2;0;2;15;687;22772;2108;700;1330;78;t08;20211205;2021-12-04;Lubuskie
1240;0;0;0;81;1339;37854;4971;1333;3584;54;t10;20211205;2021-12-04;Łódzkie
1910;0;0;0;169;2025;56318;6531;2022;4404;105;t12;20211205;2021-12-04;Małopolskie
3469;29;11;18;174;4477;107700;12960;3756;8920;284;t14;20211205;2021-12-04;Mazowieckie
873;0;0;0;21;938;22889;2280;937;1288;55;t16;20211205;2021-12-04;Opolskie
742;2;0;2;58;1128;26510;2848;795;2039;14;t18;20211205;2021-12-04;Podkarpackie
308;0;0;0;28;664;15671;1365;333;1020;12;t20;20211205;2021-12-04;Podlaskie
1462;0;0;0;45;1557;46211;5324;1551;3704;69;t22;20211205;2021-12-04;Pomorskie
3450;3;3;0;197;3428;82850;10498;3621;6696;181;t24;20211205;2021-12-04;Śląskie
424;0;0;0;12;571;15266;1735;466;1239;30;t26;20211205;2021-12-04;Świętokrzyskie
712;1;0;1;33;894;26850;2216;756;1421;39;t28;20211205;2021-12-04;Warmińsko-mazurskie
2280;0;0;0;211;2445;75713;7410;2376;4890;144;t30;20211205;2021-12-04;Wielkopolskie
838;2;0;2;238;1553;34229;3270;909;2288;73;t32;20211205;2021-12-04;Zachodniopomorskie
13250;25;8;17;770;26465;616905;52286;14450;36924;912;t00;20211206;2021-12-05;cały kraj
1408;0;0;0;35;2183;47340;4031;1526;2380;125;t02;20211206;2021-12-05;Dolnośląskie
526;6;0;6;70;1363;33150;2283;581;1669;33;t04;20211206;2021-12-05;Kujawsko-pomorskie
285;0;0;0;52;1173;23175;1965;316;1625;24;t06;20211206;2021-12-05;Lubelskie
536;2;1;1;19;772;20174;1665;570;1051;44;t08;20211206;2021-12-05;Lubuskie
722;0;0;0;49;1672;34243;3072;815;2213;44;t10;20211206;2021-12-05;Łódzkie
1290;7;6;1;80;2202;50285;4956;1391;3482;83;t12;20211206;2021-12-05;Małopolskie
2116;1;0;1;74;4691;96367;8535;2317;6050;168;t14;20211206;2021-12-05;Mazowieckie
502;0;0;0;9;700;20337;1590;532;1027;31;t16;20211206;2021-12-05;Opolskie
365;0;0;0;33;1046;24070;2163;416;1743;4;t18;20211206;2021-12-05;Podkarpackie
148;0;0;0;2;630;14013;1017;170;837;10;t20;20211206;2021-12-05;Podlaskie
990;1;0;1;42;1459;41429;3675;1074;2542;59;t22;20211206;2021-12-05;Pomorskie
1638;4;1;3;57;3159;74216;6037;1798;4145;94;t24;20211206;2021-12-05;Śląskie
300;0;0;0;11;625;13982;1417;349;1036;32;t26;20211206;2021-12-05;Świętokrzyskie
327;2;0;2;14;950;24555;1299;356;924;19;t28;20211206;2021-12-05;Warmińsko-mazurskie
1029;0;0;0;55;2290;67921;3757;1098;2603;56;t30;20211206;2021-12-05;Wielkopolskie
962;2;0;2;168;1459;31581;3251;1024;2151;76;t32;20211206;2021-12-05;Zachodniopomorskie
19366;504;172;332;60155;21152;643181;95015;21430;72519;1066;t00;20211207;2021-12-06;cały kraj
1727;29;23;6;4814;1926;52140;7038;1967;4963;108;t02;20211207;2021-12-06;Dolnośląskie
1293;43;11;32;3661;1030;34257;5471;1376;4049;46;t04;20211207;2021-12-06;Kujawsko-pomorskie
802;42;11;31;2735;831;22854;4884;879;3973;32;t06;20211207;2021-12-06;Lubelskie
552;12;6;6;2036;685;21393;2590;604;1949;37;t08;20211207;2021-12-06;Lubuskie
1371;25;6;19;3657;1213;35884;7120;1514;5552;54;t10;20211207;2021-12-06;Łódzkie
1444;39;17;22;4972;1695;53245;6889;1578;5201;110;t12;20211207;2021-12-06;Małopolskie
2790;62;20;42;7587;3476;100295;14210;3088;10925;197;t14;20211207;2021-12-06;Mazowieckie
484;22;4;18;1775;827;20745;2270;546;1708;16;t16;20211207;2021-12-06;Opolskie
789;30;3;27;2308;810;24710;4515;892;3610;13;t18;20211207;2021-12-06;Podkarpackie
307;18;2;16;1371;468;14153;2235;358;1857;20;t20;20211207;2021-12-06;Podlaskie
1306;21;3;18;3599;1328;42436;5425;1391;3974;60;t22;20211207;2021-12-06;Pomorskie
2033;81;33;48;7992;2732;77870;10262;2293;7821;148;t24;20211207;2021-12-06;Śląskie
446;12;3;9;1468;388;14467;2516;503;1992;21;t26;20211207;2021-12-06;Świętokrzyskie
901;25;12;13;2679;610;25303;4377;985;3362;30;t28;20211207;2021-12-06;Warmińsko-mazurskie
1917;32;15;17;6212;2033;71241;7541;2048;5406;87;t30;20211207;2021-12-06;Wielkopolskie
1036;11;3;8;3216;1027;32073;4832;1210;3550;72;t32;20211207;2021-12-06;Zachodniopomorskie
28542;592;188;404;44007;13568;588603;115051;30573;82707;1771;t00;20211208;2021-12-07;cały kraj
2500;33;21;12;3542;1155;48409;8564;2682;5718;164;t02;20211208;2021-12-07;Dolnośląskie
1407;36;10;26;2746;796;31153;5542;1478;3984;80;t04;20211208;2021-12-07;Kujawsko-pomorskie
900;45;14;31;1829;467;21238;5336;967;4327;42;t06;20211208;2021-12-07;Lubelskie
722;6;4;2;1421;417;18974;2972;786;2131;55;t08;20211208;2021-12-07;Lubuskie
1679;62;18;44;2674;693;32905;8012;1840;6109;63;t10;20211208;2021-12-07;Łódzkie
2505;30;14;16;3703;1206;49406;8975;2651;6108;216;t12;20211208;2021-12-07;Małopolskie
4035;78;28;50;5546;2594;91599;17766;4351;13105;310;t14;20211208;2021-12-07;Mazowieckie
827;32;4;28;1252;584;18355;2840;879;1910;51;t16;20211208;2021-12-07;Opolskie
900;23;2;21;1558;509;22126;4981;994;3962;25;t18;20211208;2021-12-07;Podkarpackie
539;43;7;36;918;245;12223;2536;574;1941;21;t20;20211208;2021-12-07;Podlaskie
1760;19;3;16;2702;835;40274;7099;1858;5132;109;t22;20211208;2021-12-07;Pomorskie
4234;56;27;29;6276;1594;72415;14369;4537;9571;261;t24;20211208;2021-12-07;Śląskie
652;21;4;17;997;206;13240;2992;709;2226;57;t26;20211208;2021-12-07;Świętokrzyskie
1218;37;17;20;1868;347;22460;4708;1290;3377;41;t28;20211208;2021-12-07;Warmińsko-mazurskie
3166;46;13;33;4484;1031;64741;10274;3331;6750;193;t30;20211208;2021-12-07;Wielkopolskie
1275;25;2;23;2421;824;28949;5321;1405;3846;70;t32;20211208;2021-12-07;Zachodniopomorskie
27458;562;165;397;42440;20498;662036;111604;29552;80513;1539;t00;20211209;2021-12-08;cały kraj
2578;28;13;15;3364;1488;54701;8665;2781;5778;106;t02;20211209;2021-12-08;Dolnośląskie
1530;39;10;29;2585;1226;34895;5883;1619;4191;73;t04;20211209;2021-12-08;Kujawsko-pomorskie
762;34;5;29;1785;1129;22506;5252;833;4374;45;t06;20211209;2021-12-08;Lubelskie
964;12;5;7;1330;430;22112;3255;1028;2162;65;t08;20211209;2021-12-08;Lubuskie
1628;33;7;26;2574;1225;38141;7477;1905;5465;107;t10;20211209;2021-12-08;Łódzkie
2426;80;32;48;3710;1513;55541;9388;2534;6721;133;t12;20211209;2021-12-08;Małopolskie
3969;80;31;49;5159;3646;100456;17632;4331;12954;347;t14;20211209;2021-12-08;Mazowieckie
1004;23;7;16;1308;426;21369;3065;1076;1954;35;t16;20211209;2021-12-08;Opolskie
950;33;3;30;1511;896;24658;4828;1050;3766;12;t18;20211209;2021-12-08;Podkarpackie
400;29;3;26;929;520;13078;2143;439;1680;24;t20;20211209;2021-12-08;Podlaskie
1677;24;4;20;2571;1175;45034;6795;1775;4964;56;t22;20211209;2021-12-08;Pomorskie
3709;46;14;32;5850;2070;81623;12955;3942;8852;161;t24;20211209;2021-12-08;Śląskie
622;7;2;5;1044;667;14671;2704;674;1971;59;t26;20211209;2021-12-08;Świętokrzyskie
973;20;4;16;1799;1010;25691;4042;1036;2963;43;t28;20211209;2021-12-08;Warmińsko-mazurskie
2543;49;23;26;4414;1974;74722;9134;2675;6273;186;t30;20211209;2021-12-08;Wielkopolskie
1549;25;2;23;2450;1009;32697;5705;1668;3959;78;t32;20211209;2021-12-08;Zachodniopomorskie
24991;571;148;423;40776;28686;716951;107666;26931;78894;1841;t00;20211210;2021-12-09;cały kraj
2261;21;16;5;3160;2241;59529;8331;2464;5737;130;t02;20211210;2021-12-09;Dolnośląskie
1393;20;3;17;2279;1257;37823;5709;1474;4168;67;t04;20211210;2021-12-09;Kujawsko-pomorskie
668;37;6;31;1742;1274;23388;4514;734;3727;53;t06;20211210;2021-12-09;Lubelskie
825;18;12;6;1223;652;24664;2907;878;1976;53;t08;20211210;2021-12-09;Lubuskie
1347;29;6;23;2507;1670;41449;6587;1476;5042;69;t10;20211210;2021-12-09;Łódzkie
2352;45;20;25;3525;2572;61228;9578;2486;6777;315;t12;20211210;2021-12-09;Małopolskie
3530;86;40;46;5170;4699;107116;16518;3842;12379;297;t14;20211210;2021-12-09;Mazowieckie
870;10;1;9;1229;644;23116;2748;935;1759;54;t16;20211210;2021-12-09;Opolskie
833;63;7;56;1419;1080;25892;4648;906;3723;19;t18;20211210;2021-12-09;Podkarpackie
422;30;2;28;863;662;13664;2292;463;1803;26;t20;20211210;2021-12-09;Podlaskie
1579;30;2;28;2513;1811;49145;6554;1675;4817;62;t22;20211210;2021-12-09;Pomorskie
3671;51;11;40;6145;4090;88161;13598;3939;9347;312;t24;20211210;2021-12-09;Śląskie
550;34;1;33;955;638;16445;2558;608;1905;45;t26;20211210;2021-12-09;Świętokrzyskie
914;13;2;11;1638;1033;28046;4022;1010;2967;45;t28;20211210;2021-12-09;Warmińsko-mazurskie
2470;53;17;36;4045;2769;81761;9236;2594;6456;186;t30;20211210;2021-12-09;Wielkopolskie
1128;31;2;29;2317;1502;35406;5116;1251;3767;98;t32;20211210;2021-12-09;Zachodniopomorskie
23764;486;132;354;38068;29427;700741;104369;25664;77034;1671;t00;20211211;2021-12-10;cały kraj
2179;16;12;4;2963;2422;59003;7925;2390;5399;136;t02;20211211;2021-12-10;Dolnośląskie
1126;29;7;22;2138;1890;36526;4983;1210;3718;55;t04;20211211;2021-12-10;Kujawsko-pomorskie
781;34;5;29;1763;1083;22118;4508;844;3618;46;t06;20211211;2021-12-10;Lubelskie
795;8;3;5;1251;922;24673;2993;863;2083;47;t08;20211211;2021-12-10;Lubuskie
1311;26;6;20;2367;1719;40453;7264;1462;5647;155;t10;20211211;2021-12-10;Łódzkie
2213;67;32;35;3516;2642;59371;8793;2353;6196;244;t12;20211211;2021-12-10;Małopolskie
3339;58;17;41;4743;4449;105148;16009;3618;12166;225;t14;20211211;2021-12-10;Mazowieckie
861;27;3;24;1114;992;22454;2713;929;1738;46;t16;20211211;2021-12-10;Opolskie
882;49;7;42;1515;1117;24897;4632;975;3645;12;t18;20211211;2021-12-10;Podkarpackie
309;11;0;11;782;612;12597;2012;335;1665;12;t20;20211211;2021-12-10;Podlaskie
1405;16;3;13;2281;1593;47889;6539;1490;4956;93;t22;20211211;2021-12-10;Pomorskie
3099;50;6;44;5188;3713;85929;12323;3347;8765;211;t24;20211211;2021-12-10;Śląskie
559;23;5;18;982;642;16351;2586;614;1929;43;t26;20211211;2021-12-10;Świętokrzyskie
886;15;9;6;1452;1029;27715;3595;970;2596;29;t28;20211211;2021-12-10;Warmińsko-mazurskie
2618;36;17;19;3728;2879;80693;9515;2730;6578;207;t30;20211211;2021-12-10;Wielkopolskie
1257;21;0;21;2235;1622;34809;5362;1371;3895;96;t32;20211211;2021-12-10;Zachodniopomorskie
19452;65;11;54;1176;26540;625426;74661;20846;52632;1183;t00;20211212;2021-12-11;cały kraj
1781;0;0;0;43;2327;52069;5562;1899;3542;121;t02;20211212;2021-12-11;Dolnośląskie
975;0;0;0;79;1269;33315;3610;1035;2512;63;t04;20211212;2021-12-11;Kujawsko-pomorskie
445;0;0;0;69;1012;18980;2417;495;1897;25;t06;20211212;2021-12-11;Lubelskie
654;2;2;0;14;846;22194;1973;685;1262;26;t08;20211212;2021-12-11;Lubuskie
1110;0;0;0;58;1455;36890;4895;1271;3566;58;t10;20211212;2021-12-11;Łódzkie
1791;0;0;0;137;2120;53445;6607;1894;4626;87;t12;20211212;2021-12-11;Małopolskie
2652;29;5;24;139;3769;93840;11514;2889;8460;165;t14;20211212;2021-12-11;Mazowieckie
835;0;0;0;11;938;20554;2107;882;1186;39;t16;20211212;2021-12-11;Opolskie
751;4;1;3;37;1029;22146;3124;811;2303;10;t18;20211212;2021-12-11;Podkarpackie
189;5;0;5;8;555;10377;1190;202;981;7;t20;20211212;2021-12-11;Podlaskie
1223;6;3;3;49;1658;43574;5058;1291;3722;45;t22;20211212;2021-12-11;Pomorskie
3044;3;0;3;130;3878;75771;9866;3209;6488;169;t24;20211212;2021-12-11;Śląskie
439;4;0;4;7;599;14219;1975;476;1451;48;t26;20211212;2021-12-11;Świętokrzyskie
628;7;0;7;20;1023;24668;2281;661;1585;35;t28;20211212;2021-12-11;Warmińsko-mazurskie
1899;0;0;0;141;2681;71510;6666;2009;4501;156;t30;20211212;2021-12-11;Wielkopolskie
895;5;0;5;232;1288;31789;3419;980;2326;113;t32;20211212;2021-12-11;Zachodniopomorskie
11379;29;1;28;751;25983;566736;50202;12534;36754;914;t00;20211213;2021-12-12;cały kraj
1188;0;0;0;23;2235;46603;3905;1265;2585;55;t02;20211213;2021-12-12;Dolnośląskie
495;5;0;5;62;1452;30197;2277;567;1676;34;t04;20211213;2021-12-12;Kujawsko-pomorskie
241;0;0;0;50;1046;17079;1859;273;1570;16;t06;20211213;2021-12-12;Lubelskie
354;0;0;0;10;702;19933;1379;372;982;25;t08;20211213;2021-12-12;Lubuskie
702;0;0;0;33;1557;33359;3134;779;2336;19;t10;20211213;2021-12-12;Łódzkie
922;5;1;4;52;2394;48497;4800;1073;3580;147;t12;20211213;2021-12-12;Małopolskie
1876;6;0;6;121;4229;85664;8277;2067;6074;136;t14;20211213;2021-12-12;Mazowieckie
475;0;0;0;10;833;18957;1476;514;936;26;t16;20211213;2021-12-12;Opolskie
305;1;0;1;30;925;20619;1975;345;1610;20;t18;20211213;2021-12-12;Podkarpackie
112;1;0;1;11;485;8898;790;123;658;9;t20;20211213;2021-12-12;Podlaskie
820;9;0;9;33;1456;39409;3485;883;2565;37;t22;20211213;2021-12-12;Pomorskie
1432;0;0;0;64;3300;68031;5739;1567;3992;180;t24;20211213;2021-12-12;Śląskie
280;0;0;0;5;645;12942;1473;321;1114;38;t26;20211213;2021-12-12;Świętokrzyskie
326;2;0;2;6;886;22104;1347;387;952;8;t28;20211213;2021-12-12;Warmińsko-mazurskie
1085;0;0;0;55;2402;65158;4068;1161;2805;102;t30;20211213;2021-12-12;Wielkopolskie
636;0;0;0;185;1341;29234;2556;697;1809;50;t32;20211213;2021-12-12;Zachodniopomorskie
17460;537;151;386;54015;22950;595398;93798;19246;73547;1005;t00;20211214;2021-12-13;cały kraj
1324;49;35;14;4231;2566;49961;6763;1506;5210;47;t02;20211214;2021-12-13;Dolnośląskie
1212;35;6;29;3476;1206;31718;5705;1307;4338;60;t04;20211214;2021-12-13;Kujawsko-pomorskie
739;32;6;26;2399;544;17620;4973;806;4106;61;t06;20211214;2021-12-13;Lubelskie
462;5;3;2;1675;748;20639;2365;496;1840;29;t08;20211214;2021-12-13;Lubuskie
1233;36;4;32;3154;1120;34329;6956;1403;5469;84;t10;20211214;2021-12-13;Łódzkie
1584;51;18;33;4384;1871;50627;7272;1713;5464;95;t12;20211214;2021-12-13;Małopolskie
2479;63;17;46;6457;3556;90576;13616;2741;10719;156;t14;20211214;2021-12-13;Mazowieckie
458;15;0;15;1555;996;20381;2228;503;1708;17;t16;20211214;2021-12-13;Opolskie
692;15;2;13;2138;762;21664;4587;765;3811;11;t18;20211214;2021-12-13;Podkarpackie
275;18;0;18;1211;343;9005;2212;304;1897;11;t20;20211214;2021-12-13;Podlaskie
1176;25;1;24;3319;1372;40945;5712;1298;4369;45;t22;20211214;2021-12-13;Pomorskie
1991;101;37;64;7596;3340;71919;10405;2236;8028;141;t24;20211214;2021-12-13;Śląskie
424;21;1;20;1430;448;13889;2487;468;2001;18;t26;20211214;2021-12-13;Świętokrzyskie
588;26;11;15;2294;735;23490;3521;631;2866;24;t28;20211214;2021-12-13;Warmińsko-mazurskie
1663;33;10;23;5666;2133;69202;7559;1769;5671;119;t30;20211214;2021-12-13;Wielkopolskie
1009;12;0;12;2951;1132;29317;4736;1128;3538;70;t32;20211214;2021-12-13;Zachodniopomorskie
24266;669;173;496;37415;14068;546785;109502;26225;81767;1510;t00;20211215;2021-12-14;cały kraj
2049;40;25;15;2949;1271;43998;8062;2236;5742;84;t02;20211215;2021-12-14;Dolnośląskie
1084;47;9;38;2208;594;29196;5504;1157;4279;68;t04;20211215;2021-12-14;Kujawsko-pomorskie
693;35;9;26;1663;313;17454;4792;752;4009;31;t06;20211215;2021-12-14;Lubelskie
617;6;2;4;1140;493;19028;2955;671;2242;42;t08;20211215;2021-12-14;Lubuskie
1408;32;8;24;2382;860;31397;7181;1608;5448;125;t10;20211215;2021-12-14;Łódzkie
2180;82;21;61;3268;1255;47191;8978;2327;6454;197;t12;20211215;2021-12-14;Małopolskie
3571;93;18;75;4573;2350;82537;17123;3847;13044;232;t14;20211215;2021-12-14;Mazowieckie
672;39;5;34;1067;551;18849;2395;723;1634;38;t16;20211215;2021-12-14;Opolskie
804;20;4;16;1345;397;20279;4526;897;3612;17;t18;20211215;2021-12-14;Podkarpackie
371;18;2;16;681;192;8388;2317;395;1898;24;t20;20211215;2021-12-14;Podlaskie
1598;29;4;25;2351;1146;37902;7283;1691;5499;93;t22;20211215;2021-12-14;Pomorskie
3622;79;25;54;5154;1882;66281;13281;3922;9149;210;t24;20211215;2021-12-14;Śląskie
580;19;6;13;919;293;12168;2786;633;2116;37;t26;20211215;2021-12-14;Świętokrzyskie
935;25;5;20;1625;367;22281;4155;998;3114;43;t28;20211215;2021-12-14;Warmińsko-mazurskie
2622;70;28;42;3905;1174;62830;9727;2755;6796;176;t30;20211215;2021-12-14;Wielkopolskie
1265;35;2;33;2125;865;26887;5537;1397;4056;84;t32;20211215;2021-12-14;Zachodniopomorskie
22097;592;177;415;34762;20914;599888;103928;23902;78608;1418;t00;20211216;2021-12-15;cały kraj
2007;59;27;32;2678;1836;48417;8133;2172;5868;93;t02;20211216;2021-12-15;Dolnośląskie
1274;37;4;33;2058;1311;31421;5456;1349;4032;75;t04;20211216;2021-12-15;Kujawsko-pomorskie
685;34;2;32;1479;909;18688;4905;736;4118;51;t06;20211216;2021-12-15;Lubelskie
786;12;6;6;1104;602;20640;2827;845;1920;62;t08;20211216;2021-12-15;Lubuskie
1497;42;15;27;2183;1525;34818;7358;1683;5622;53;t10;20211216;2021-12-15;Łódzkie
1737;50;27;23;3051;1586;52193;7934;1858;5900;176;t12;20211216;2021-12-15;Małopolskie
2810;89;50;39;4350;3027;89780;15073;3087;11782;204;t14;20211216;2021-12-15;Mazowieckie
939;22;4;18;992;489;20369;2908;1007;1830;71;t16;20211216;2021-12-15;Opolskie
823;30;5;25;1222;815;21875;4872;918;3933;21;t18;20211216;2021-12-15;Podkarpackie
277;25;2;23;682;332;8910;2073;297;1757;19;t20;20211216;2021-12-15;Podlaskie
1380;25;1;24;2284;1340;41387;6566;1462;5027;77;t22;20211216;2021-12-15;Pomorskie
2901;67;14;53;4911;2463;72574;12397;3123;9065;209;t24;20211216;2021-12-15;Śląskie
